Logradouro; Bairro; Cidade; Base; Tecnologia; CEP; Velocidade 
Rua Ribeiro Baião;Jardim da Laranjeira (Zona Leste);São Paulo;Guaianazes;FTTH;08381-110;35 / 50 / 100 / 150 / 300 MB
Rua Almeida Lara;Jardim da Laranjeira (Zona Leste);São Paulo;Guaianazes;FTTH;08381-090;35 / 50 / 100 / 150 / 300 MB
Rua Jesus Castilho;Jardim da Laranjeira (Zona Leste);São Paulo;Guaianazes;FTTH;08381-140;35 / 50 / 100 / 150 / 300 MB
Rua Mendonça Arrais;Jardim da Laranjeira (Zona Leste);São Paulo;Guaianazes;FTTH;08380-020;35 / 50 / 100 / 150 / 300 MB
Rua Manuel Borges;Jardim da Laranjeira (Zona Leste);São Paulo;Guaianazes;FTTH;08380-010;35 / 50 / 100 / 150 / 300 MB
Rua Ribeirão dos Arcos,;Jd Roseli;São Paulo;Guaianazes;FTTH;08380-030;35 / 50 / 100 / 150 / 300 MB
Rua Prof. Pedro Antônio Pímentel;Jd Roseli;São Paulo;Guaianazes;FTTH;11340-230;35 / 50 / 100 / 150 / 300 MB
Rua Sertão dos Mapaxós;Jd Roseli;São Paulo;Guaianazes;FTTH;08380-040;35 / 50 / 100 / 150 / 300 MB
Rua Gonçalves de Mendonça;Jd Roseli;São Paulo;Guaianazes;FTTH;08380-018;35 / 50 / 100 / 150 / 300 MB
Rua Barros Penteado;Jd Roseli;São Paulo;Guaianazes;FTTH;08380-012;35 / 50 / 100 / 150 / 300 MB
Rua Manuel Gomes Ferao;Jd Roseli;São Paulo;Guaianazes;FTTH;08380-015;35 / 50 / 100 / 150 / 300 MB
Rua Luiz Vicente Prado Freire;Jd Iguatemi;São Paulo;Mauá;FTTH;08380-215;35 / 50 / 100 / 150 / 300 MB
Rua Guilherme Campos;Jardim Roseli;São Paulo;Guaianazes;FTTH;08380-057;35 / 50 / 100 / 150 / 300 MB
Rua Doroteia Eugrassia;Jardim Iguatemi;São Paulo;Guaianazes;FTTH;08380-310;35 / 50 / 100 / 150 / 300 MB
Av Sapopemba (Do Número 28.209 até 30.330);Jardim Iguatemi;São Paulo;Guaianazes;FTTH;03924-300;35 / 50 / 100 / 150 / 300 MB
Rua Rio Claro;Recanto Alegre;São Paulo;Guaianases;FTTH;08383-245;35 / 50 / 100 / 150 / 300 MB
Rua Jorge de Barros;Jardim Roseli;São Paulo;Guaianazes;FTTH;08380-051;35 / 50 / 100 / 150 / 300 MB
Rua Luíza de Jesus Ferreira;Jardim Roseli;São Paulo;Guaianazes;FTTH;08380-048;35 / 50 / 100 / 150 / 300 MB
Rua Simão Nunes;Jardim Roseli;São Paulo;Guaianazes;FTTH;08380-039;35 / 50 / 100 / 150 / 300 MB
Rua Abner Ribeiro Borges;Jardim Roseli;São Paulo;Guaianazes;FTTH;08380-045;35 / 50 / 100 / 150 / 300 MB
Rua Oscar Müller;Jardim Roseli;São Paulo;Guaianazes;FTTH;08380-200;35 / 50 / 100 / 150 / 300 MB
Rua João de Santi;Jardim Roseli;São Paulo;Guaianazes;FTTH;08380-033;35 / 50 / 100 / 150 / 300 MB
Rua Custódio do Nascimento;Jardim Roseli;São Paulo;Guaianazes;FTTH;08380-059;35 / 50 / 100 / 150 / 300 MB
Rua Leandro Campanari;Jardim Roseli;São Paulo;Guaianazes;FTTH;08380-024;35 / 50 / 100 / 150 / 300 MB
Rua Apollinário Rezende;Jardim Roseli;São Paulo;Guaianazes;FTTH;08380-036;35 / 50 / 100 / 150 / 300 MB
Rua José de Lima;Jardim Roseli;São Paulo;Guaianazes;FTTH;08380-054;35 / 50 / 100 / 150 / 300 MB
Rua Luíza de Jesus Ferreira;Jardim Roseli;São Paulo;Guaianazes;FTTH;08380-048;35 / 50 / 100 / 150 / 300 MB
Rua Cubas de Mendonça;Jardim Roseli;São Paulo;Guaianazes;FTTH;08380-180;35 / 50 / 100 / 150 / 300 MB
Rua Felipa Gago;Jardim Roseli;São Paulo;Guaianazes;FTTH;08380-210;35 / 50 / 100 / 150 / 300 MB
Rua Arnaldo Aguiar Barbosa,;Jardim Roseli;São Paulo;Guaianazes;FTTH;08380-250;35 / 50 / 100 / 150 / 300 MB
Rua Sandoval Meirelles,;Jardim Roseli;São Paulo;Guaianazes;FTTH;08380-240;35 / 50 / 100 / 150 / 300 MB
Rua García Paes,;Jardim Roseli;São Paulo;Guaianazes;FTTH;08380-230;35 / 50 / 100 / 150 / 300 MB
Rua Américo Batista;Jardim Roseli;São Paulo;Guaianazes;FTTH;08380-190;35 / 50 / 100 / 150 / 300 MB
Rua Domingos Coutinho,;Jardim Roseli;São Paulo;Guaianazes;FTTH;08380-270;35 / 50 / 100 / 150 / 300 MB
Rua Dr. Alcídes da Costa Vidigal;Jd São Paulo;São Paulo;Guaianazes;FTTH;08461-470;35 / 50 / 100 / 150 / 300 MB
Rua Dr. João Leal da Costa;Jd São Paulo;São Paulo;Guaianazes;FTTH;08461-460;35 / 50 / 100 / 150 / 300 MB
Rua Dr. Rodrigues de Miranda Júnior;Jd São Paulo;São Paulo;Guaianazes;FTTH;08461-450;35 / 50 / 100 / 150 / 300 MB
Rua Dr. João Otaviano Pereira;Jd São Paulo;São Paulo;Guaianazes;FTTH;08461-400;35 / 50 / 100 / 150 / 300 MB
Rua Pedro da Silveira;Jd São Paulo;São Paulo;Guaianazes;FTTH;08461-430;35 / 50 / 100 / 150 / 300 MB
Rua Domingos Escórcio;Jd São Paulo;São Paulo;Guaianazes;FTTH;08461-370;35 / 50 / 100 / 150 / 300 MB
Av. Miguel Achiole da Fonseca;Jardim São Paulo;São Paulo;Guaianases;FTTH;08461-110;35/50/100/150/300MB
Rua Camapuânia;Jardim São Carlos;São Paulo;Guaianases;FTTH;08411-420;35 / 50 / 100 / 150 / 300 MB
Rua Rio Fartura;Jardim São Carlos;São Paulo;Guaianases;FTTH;08411-410;35 / 50 / 100 / 150 / 300 MB
Rua Araçazeiro;Jardim São Carlos;São Paulo;Guaianases;FTTH;08411-530;35 / 50 / 100 / 150 / 300 MB
Rua da Fé;Vila Marilena;São Paulo;Guaianases;FTTH;08411-390;35 / 50 / 100 / 150 / 300 MB
Rua Dom Pedro Sampaio;Jardim Marpu;São Paulo;Guaianases;FTTH;08411-440;35 / 50 / 100 / 150 / 300 MB
Rua Alexandre Legrand;Jardim Marpu;São Paulo;Guaianases;FTTH;08411-461;35 / 50 / 100 / 150 / 300 MB
Rua Padre Domingos Nunes;Jardim Marpu;São Paulo;Guaianases;FTTH;08411-445;35 / 50 / 100 / 150 / 300 MB
Rua Frei Bernardo de Nantes;Jardim Marpu;São Paulo;Guaianases;FTTH;08411-460;35 / 50 / 100 / 150 / 300 MB
Rua Andreas Raselius;Jardim Marpu;São Paulo;Guaianases;FTTH;08411-462;35 / 50 / 100 / 150 / 300 MB
Rua Beata Margarida de Jesus;Jardim Marpu;São Paulo;Guaianases;FTTH;08411-450;35 / 50 / 100 / 150 / 300 MB
Rua Marmelo;Jardim Marpu;São Paulo;Guaianases;FTTH;08411520;35 / 50 / 100 / 150 / 300 MB
Rua Serra Escalvada;Jardim Marpu;São Paulo;Guaianases;FTTH;08411-490;35 / 50 / 100 / 150 / 300 MB
Rua Colares;Jardim Marpu;São Paulo;Guaianases;FTTH;00000-000;35 / 50 / 100 / 150 / 300 MB
Rua Cuiaté;Jardim Marpu;São Paulo;Guaianases;FTTH;00000-000;35 / 50 / 100 / 150 / 300 MB
Rua Poxim;Jardim Marpu;São Paulo;Guaianases;FTTH;00000-000;35 / 50 / 100 / 150 / 300 MB
Rua Macabu;Jardim São Carlos;São Paulo;Guaianases;FTTH;08411-470;35 / 50 / 100 / 150 / 300 MB
Rua João Batista Bordon;Conjunto Habitacional Santa Etelvina III;São Paulo;Guaianases;FTTH;08485-447;35 / 50 / 100 / 150 / 300 MB
Rua Projetada Dois;Jardim Nova Tereza;São Paulo;Guaianases;FTTC;03823-270;8 / 12 / 20 / 35 MB
Rua Pires de Ávila;Jardim São Paulo(Zona Leste);São Paulo;Guaianases;FTTH;08461-330;35 / 50 / 100 / 150 / 300 MB
Travessa Manuela Lucci;Jardim São Paulo(Zona Leste);São Paulo;Guaianases;FTTH;08461-325;35 / 50 / 100 / 150 / 300 MB
Rua Manuel Mainardi;Jardim São Paulo(Zona Leste);São Paulo;Guaianases;FTTH;08412-190;35 / 50 / 100 / 150 / 300 MB
Rua Castanho Taques;Jardim São Paulo(Zona Leste);São Paulo;Guaianases;FTTH;08461-310;35 / 50 / 100 / 150 / 300 MB
Travessa José Miguel Gomes;Jardim São Paulo(Zona Leste);São Paulo;Guaianases;FTTH;00000-000;35 / 50 / 100 / 150 / 300 MB
Rua Bento Soares Mota;Jardim São Paulo(Zona Leste);São Paulo;Guaianases;FTTH;08412-180;35 / 50 / 100 / 150 / 300 MB
Rua Cuiaté;Jardim São Paulo(Zona Leste);São Paulo;Guaianases;FTTH;08411-500;35 / 50 / 100 / 150 / 300 MB
Rua Colares;Jardim São Paulo(Zona Leste);São Paulo;Guaianases;FTTH;08411-510;35 / 50 / 100 / 150 / 300 MB
Rua Diogo Peneda;Jardim São Paulo(Zona Leste);São Paulo;Guaianases;FTTH;08461-490;35 / 50 / 100 / 150 / 300 MB
Rua Vinte e Cinco;Jardim Recanto das Rosas;São Paulo;Guaianases;FTTH;00000-000;35 / 50 / 100 / 150 / 300 MB
Rua João Evangelista Franco;Jardim São Paulo(Zona Leste);São Paulo;Guaianases;FTTH;08461-590;35 / 50 / 100 / 150 / 300 MB
Rua General Arthur Carlos Tricta;Jardim São Paulo(Zona Leste);São Paulo;Guaianases;FTTH;08461-680;35 / 50 / 100 / 150 / 300 MB
Rua General Arthur Carlos Tricta;Jardim São Paulo(Zona Leste);São Paulo;Guaianases;FTTH;08461-680;35 / 50 / 100 / 150 / 300 MB
Rua Manoel Antônio Gonçalves Bastos;Jardim São Paulo(Zona Leste);São Paulo;Guaianases;FTTH;08461-630;35 / 50 / 100 / 150 / 300 MB
Rua Professora Maria Vera Lombardi Siqueira;Jardim São Paulo(Zona Leste);São Paulo;Guaianases;FTTH;08461-580;35 / 50 / 100 / 150 / 300 MB
Rua Professor Theotônio Pavão;Jardim São Paulo(Zona Leste);São Paulo;Guaianases;FTTH;08461-600;35 / 50 / 100 / 150 / 300 MB
Rua Maria Nilze Cintra;Jardim São Paulo(Zona Leste);São Paulo;Guaianases;FTTH;08461-610;35 / 50 / 100 / 150 / 300 MB
Rua Domingos da Cruz ;Jardim São Paulo(Zona Leste);São Paulo;Guaianases;FTTH;08461-570;35 / 50 / 100 / 150 / 300 MB
Rua Antônio Colaço ;Jardim São Paulo(Zona Leste);São Paulo;Guaianases;FTTH;08461-520;35 / 50 / 100 / 150 / 300 MB
Rua Tomás Franco ;Jardim São Paulo(Zona Leste);São Paulo;Guaianases;FTTH;08461-500;35 / 50 / 100 / 150 / 300 MB
Rua Pedro Aragones;Jardim São João (São Rafael);São Paulo;Guaianases;FTTH;08461-640;35 / 50 / 100 / 150 / 300 MB
Rua Custódio Paiva;Jardim São Paulo(Zona Leste);São Paulo;Guaianases;FTTH;08461-530;35 / 50 / 100 / 150 / 300 MB
Rua Costa Aborim;Jardim São Paulo(Zona Leste);São Paulo;Guaianases;FTTH;08461-550;35 / 50 / 100 / 150 / 300 MB
Rua Dias Barbosa ;Jardim São Paulo(Zona Leste);São Paulo;Guaianases;FTTH;08461-540;35 / 50 / 100 / 150 / 300 MB
Rua Édson Mota;Jardim Soares;São Paulo;Guaianases;FTTH;08460-465;35 / 50 / 100 / 150 / 300 MB
Rua Noventa e Cinco;Jardins Recanto das Rosas;São Paulo;Guaianases;FTTH;08466-003;35 / 50 / 100 / 150 / 300 MB
Rua Caribe;Guaianases;São Paulo;Guaianases;FTTH;00000-000;35 / 50 / 100 / 150 / 300 MB
Rua Bela Vista;Guaianases;São Paulo;Guaianases;FTTH;08466-080;35 / 50 / 100 / 150 / 300 MB
Rua Santa Rita;Guaianases;São Paulo;Guaianases;FTTH;00000-000;35 / 50 / 100 / 150 / 300 MB
Rua Samambaia; Conj. Hab. Juscelino Kubitscheck de Oliveira;São Paulo;Guaianases;FTTH;08466-100;35 / 50 / 100 / 150 / 300 MB
Rua Belisário Galdino; Conj. Hab. Juscelino Kubitscheck de Oliveira;São Paulo;Guaianases;FTTH;00000-000;35 / 50 / 100 / 150 / 300 MB
Rua Tom Jobim;Guaianases;São Paulo;Guaianases;FTTH;00000-000;35 / 50 / 100 / 150 / 300 MB
Rua Raul Seixas;Guaianases;São Paulo;Guaianases;FTTH;08466-010;35 / 50 / 100 / 150 / 300 MB
Rua Primavera; Conj. Hab. Juscelino Kubitscheck de Oliveira;São Paulo;Guaianases;FTTH;08466-070;35 / 50 / 100 / 150 / 300 MB
Rua Ayrton Senna; Conj. Hab. Juscelino Kubitscheck de Oliveira;São Paulo;Guaianases;FTTH;08466-001;35 / 50 / 100 / 150 / 300 MB
Rua Aline; Conj. Hab. Juscelino Kubitscheck de Oliveira;São Paulo;Guaianases;FTTH;00000-000;35 / 50 / 100 / 150 / 300 MB
Rua Renata;Guaianases;São Paulo;Guaianases;FTTH;08466-060;35 / 50 / 100 / 150 / 300 MB
Rua Professor Demo Ghidelli;Conj. Hab. Juscelino Kubitschek;São Paulo;Guaianazes;FTTH;08465-010;35 / 50 / 100 / 150 / 300 MB
Rua Augusto Alfredo Joaquim;Conj. Hab. Juscelino Kubititschek;São Paulo;Guaianazes;FTTH;08465-020;35 / 50 / 100 / 150 / 300 MB
Rua Jorge Maraccini Pomfilio;Conj. Hab. Juscelino Kubititschek;São Paulo;Guaianazes;FTTH;08465-050;35 / 50 / 100 / 150 / 300 MB
Rua Farajala Namur;Conj. Hab. Juscelino Kubititschek;São Paulo;Guaianazes;FTTH;08465-030;35 / 50 / 100 / 150 / 300 MB
Rua Frei Orestes Girardi;Conj. Hab. Juscelino Kubititschek;São Paulo;Guaianazes;FTTH;08465-040;35 / 50 / 100 / 150 / 300 MB
Rua Flórido Silvestri;Conj. Hab. Juscelino Kubititschek;São Paulo;Guaianazes;FTTH;08465-170;35 / 50 / 100 / 150 / 300 MB
Rua Francesco Frederici;Conj. Hab. Juscelino Kubititschek;São Paulo;Guaianazes;FTTH;08465-270;35 / 50 / 100 / 150 / 300 MB
Rua Francesco Duni;Conj. Hab. Juscelino Kubititschek;São Paulo;Guaianazes;FTTH;08465-260;35 / 50 / 100 / 150 / 300 MB
Rua Dr. Francisco Bueno Torres;Conj. Hab. Juscelino Kubititschek;São Paulo;Guaianazes;FTTH;08465-070;35 / 50 / 100 / 150 / 300 MB
Rua Eng. Mario Savelli;Conj. Hab. Juscelino Kubititschek;São Paulo;Guaianazes;FTTH;08465-060;35 / 50 / 100 / 150 / 300 MB
Rua Festa Chinesa;Conj. Hab. Juscelino Kubititschek;São Paulo;Guaianazes;FTTH;08465-140;35 / 50 / 100 / 150 / 300 MB
Rua da Filarmonia;Conj. Hab. Juscelino Kubititschek;São Paulo;Guaianazes;FTTH;08465-150;35 / 50 / 100 / 150 / 300 MB
Rua Fernandez Palero;Conj. Hab. Juscelino Kubititschek;São Paulo;Guaianazes;FTTH;08465-120;35 / 50 / 100 / 150 / 300 MB
Rua Flamínio Tresti;Conj. Hab. Juscelino Kubititschek;São Paulo;Guaianazes;FTTH;08465-250;35 / 50 / 100 / 150 / 300 MB
Rua Francesco Corselli;Conj. Hab. Juscelino Kubititschek;São Paulo;Guaianazes;FTTH;08465-190;35 / 50 / 100 / 150 / 300 MB
Rua Flório Zaccari;Conj. Hab. Juscelino Kubititschek;São Paulo;Guaianazes;FTTH;08465-180;35 / 50 / 100 / 150 / 300 MB
Rua Flórido Silvestri;Conj. Hab. Juscelino Kubititschek;São Paulo;Guaianazes;FTTH;08465-170;35 / 50 / 100 / 150 / 300 MB
RUA CAPITÃO-MOR LÁZARO DA COSTA;Jd São Francisco;São Paulo;Mauá;FTTH;08350-260;35 / 50 / 100 / 150 / 300 MB
Estrada da Colonia;Jardim São Gonçalo;São Paulo;Maua;FTTH;08370-190;35 / 50 / 100 / 150 / 300 MB
Rua Forte do Pontal;Jardim Ricardo;São Paulo;Maua;FTTH;08340-030;35 / 50 / 100 / 150 / 300 MB
Rua Maria Aparecida Custodio;Jardim Ricardo;São Paulo;Maua;FTTH;08340-050;35 / 50 / 100 / 150 / 300 MB
Rua Forte de Macae (Final da Rua Forte dos Touros) ;Jardim Ricardo;São Paulo;Maua;FTTH;08340-061;35 / 50 / 100 / 150 / 300 MB
Rua Forte de Touros;Jardim Ricardo;São Paulo;Maua;FTTH;08340-060;35 / 50 / 100 / 150 / 300 MB
Av Ragueb Chofhi (Do n° 2720 até 4035);Jardim Tres Marias;São Paulo;Maua;FTTH;08341-410;35 / 50 / 100 / 150 / 300 MB
Rua Ponte da Abdicação;Jardim São Gonçalo;São Paulo;Maua;FTTH;08370-100;35 / 50 / 100 / 150 / 300 MB
Rua Tamandiba;Jardim São Gonçalo;São Paulo;Maua;FTTH;08370-110;35 / 50 / 100 / 150 / 300 MB
Rua Moraes Lobo;Jardim São Gonçalo;São Paulo;Maua;FTTH;08370-120;35 / 50 / 100 / 150 / 300 MB
Rua Otavio di Palma;Jardim São Gonçalo;São Paulo;Maua;FTTH;08340-070;35 / 50 / 100 / 150 / 300 MB
TAUBIU;Jardim Helena;São Paulo;Maua;FTTH;08371-165;35 / 50 / 100 / 150 / 300 MB
Rua Moreira Neto,;Jd Divino;São Paulo;Guaianazes;FTTH;05885-291;35 / 50 / 100 / 150 / 300 MB
Travessa Boa Fé;Jd Divino;São Paulo;Guaianazes;FTTH;08460-610;35 / 50 / 100 / 150 / 300 MB
Rua Arco Íris;Jd Divino;São Paulo;Guaianazes;FTTH;08466-050;35 / 50 / 100 / 150 / 300 MB
TRAVESSA BATE CORAÇÃO;Jd da Conquista;São Paulo;Maua;FTTH;08343-050;35 / 50 / 100 / 150 / 300 MB
Travessa Rainha do Mar;Jd da Conquista;São Paulo;Maua;FTTH;08343-520;35 / 50 / 100 / 150 / 300 MB
Rua Forte de Santos;Jd Ricardo;São Paulo;Maua;FTTH;08340-040;35 / 50 / 100 / 150 / 300 MB
Travessa Samba de Ninar;Jd da Conquista;São Paulo;Mauá;FTTH;00000-000;35 / 50 / 100 / 150 / 300 MB
Cristovão de Molina;Cidade Tiradentes;São Paulo;Guianases;FTTH;08475-480;35 / 50 / 100 / 150 / 300 Mb
Rua Antônio Moreira Duarte;Conjunto Residencial Prestes Maia;São Paulo;Guaianases;FTTH;08490-390;35 / 50 / 100 / 150 / 300 MB
Rua Engenheiro Romeu Belluomini;Jardim Helena;São Paulo;Guaianases;FTTH;08420-270;35 / 50 / 100 / 150 / 300 MB
Rua Lourenço Xavier;Jardim Helena;São Paulo;Guaianases;FTTH;08420-260;35 / 50 / 100 / 150 / 300 MB
Rua Sebastião de Barros;Jardim Helena;São Paulo;Guaianases;FTTH;08420-240;35 / 50 / 100 / 150 / 300 MB
Avenida Nossa Senhora de Guadalupe ;Jardim Helena;São Paulo;Guaianases;FTTH;08420-130;35 / 50 / 100 / 150 / 300 MB
Rua Frei Francisco ;Jardim Helena;São Paulo;Guaianases;FTTH;08420-200;35 / 50 / 100 / 150 / 300 MB
Rua Francisco Pinheiro de Sepeda;Jardim Helena;São Paulo;Guaianases;FTTH;08420-190;35 / 50 / 100 / 150 / 300 MB
Rua José Cubas do Prado ;Jardim Helena;São Paulo;Guaianases;FTTH;08420-180;35 / 50 / 100 / 150 / 300 MB
Rua Bernardo Guedes de Toledo ;Jardim Helena;São Paulo;Guaianases;FTTH;08420-170;35 / 50 / 100 / 150 / 300 MB
Rua Agostinho Delgado de Arouche ;Jardim Helena;São Paulo;Guaianases;FTTH;08420-160;35 / 50 / 100 / 150 / 300 MB
Rua Sílvio Marques Júnior ;Jardim Helena;São Paulo;Guaianases;FTTH;08420-210;35 / 50 / 100 / 150 / 300 MB
Rua Belo Vale ;Jardim Helena;São Paulo;Guaianases;FTTH;08420-250;35 / 50 / 100 / 150 / 300 MB
Rua Frei André Blanco ;Jardim Helena;São Paulo;Guaianases;FTTH;08420-230;35 / 50 / 100 / 150 / 300 MB
Rua Caetano Duarte;Jardim Helena;São Paulo;Guaianases;FTTH;08420-370;35 / 50 / 100 / 150 / 300 MB
Rua Serafim dos Anjos;Jardim Helena;São Paulo;Guaianases;FTTH;08420-350;35 / 50 / 100 / 150 / 300 MB
Rua Jean Murat ;Jardim Helena;São Paulo;Guaianases;FTTH;08420-360;35 / 50 / 100 / 150 / 300 MB
Rua Santa Edith;Jardim Helena;São Paulo;Guaianases;FTTH;08420-400;35 / 50 / 100 / 150 / 300 MB
Rua Fernandes Genovês ;Vila Ester;São Paulo;Guaianases;FTTH;08330280;35 / 50 / 100 / 150 / 300 MB
Vila Dez;Vila Ester;São Paulo;Mauá;FTTH;00000-000;35 / 50 / 100 / 150 / 300 MB
Viela Seis;Vila Ester;São Paulo;Mauá;FTTH;00000-000;35 / 50 / 100 / 150 / 300 MB
Viela Quatro;Vila Ester;São Paulo;Mauá;FTTH;00000-000;35 / 50 / 100 / 150 / 300 MB
Viela Dois;Vila Ester;São Paulo;Mauá;FTTH;00000-000;35 / 50 / 100 / 150 / 300 MB
Viela Três;Vila Ester;São Paulo;Mauá;FTTH;00000-000;35 / 50 / 100 / 150 / 300 MB
Rua Jacareí;Recanto Alegre;São Paulo;Guaianases;FTTH;08383-240;35 / 50 / 100 / 150 / 300 MB
Travessa Espanhola;Jardim da Conquista (Zona Leste);São Paulo;Mauá;FTTH;08344-170;35 / 50 / 100 / 150 / 300 MB
Rua Forte do Triunfo;Pq São lourenço;São Paulo;Maua;FTTH;08340-146;35 / 50 / 100 / 150 / 300 MB
Rua Juvêncio;Jardim Recanto das Rosas;São Paulo;Guaianases;FTTH;08460-526;35/50/100/150/300MB
Rua José Tito Nabuco;Jardim Recanto das Rosas;São Paulo;Guaianases;FTTH;08460-522;35/50/100/150/300MB
Rua Aranha Barreti;Vila São Geraldo;São Paulo;Guaianases;FTTH;08460-510;35/50/100/150/300MB
Rua Raposo da Fonseca;Jardim São Paulo;São Paulo;Guaianases;FTTH;08461-105;35/50/100/150/300MB
Rua Antônio Soares Pais;Jardim Recanto das Rosas;São Paulo;Guaianases;FTTH;08460-500;35/50/100/150/300MB
Rua João Batista da Silva;Jardim do Divino;São Paulo;Guaianases;FTTH;08460-590;35/50/100/150/300MB
Rua Benedito Daniel;Jardim do Divino;São Paulo;Guaianases;FTTH;08460-650;35/50/100/150/300MB
Rua João Alves Aranha;Jardim do Divino;São Paulo;Guaianases;FTTH;08460-660;35/50/100/150/300MB
Rua Silvestre da Conceição;Jardim do Divino;São Paulo;Guaianases;FTTH;08460-640;35/50/100/150/300MB
Rua Agostinho Félix de Lima;Jardim São Paulo;São Paulo;Guaianases;FTTH;08460-362;35/50/100/150/300MB
Rua Romão Gramacho;Vila São Geraldo;São Paulo;Guaianases;FTTH;08460-490;35/50/100/150/300MB
Rua Tajapuru;Vila São Geraldo;São Paulo;Guaianases;FTTH;08460-470;35/50/100/150/300MB
Rua Camargo e Leme;Vila São Geraldo;São Paulo;Guaianases;FTTH;08460-480;35/50/100/150/300MB
Rua Rachid Alves;Cidade Popular;São Paulo;Guaianases;FTTH;08461-220;35/50/100/150/300MB
Rua Azevedo Monteiro;Cidade Popular;São Paulo;Guaianases;FTTH;08461-210;35/50/100/150/300MB
Rua Paulo Ramos;Cidade Popular;São Paulo;Guaianases;FTTH;08461-200;35/50/100/150/300MB
Rua Furtado de Morais;Jardim São Paulo;São Paulo;Guaianases;FTTH;08460-530;35/50/100/150/300MB
Rua Alexandre Ademolo;Jardim São Paulo;São Paulo;Guaianases;FTTH;08460-532;35/50/100/150/300MB
Rua Feliciano de Mendonça;Jardim São Paulo;São Paulo;Guaianases;FTTH;08460-365;35/50/100/150/300MB
Rua Inocêncio Preto;Vila São Geraldo;São Paulo;Guaianases;FTTH;08460-450;35/50/100/150/300MB
Rua Araújo Delgado;Vila São Geraldo;São Paulo;Guaianases;FTTH;08460-440;35/50/100/150/300MB
Rua Domingos Pinheiro;Vila São Geraldo;São Paulo;Guaianases;FTTH;08460-430;35/50/100/150/300MB
Rua Cardoso de Abreu;Jardim São Paulo;São Paulo;Guaianases;FTTH;08460-160;35/50/100/150/300MB
Rua Cristóvão Mendes;Jardim São Paulo;São Paulo;Guaianases;FTTH;08460-360;35/50/100/150/300MB
Rua Labor;Jardim Soares;São Paulo;Guaianases;FTTH;08460-400;35/50/100/150/300MB
Rua Martim Iraola;Jardim São Paulo;São Paulo;Guaianases;FTTH;08460-555;35/50/100/150/300MB
Rua Fernando Malo;Jardim Soares;São Paulo;Guaianases;FTTH;08460-380;35/50/100/150/300MB
Rua Bartolomeu Gato;Jardim Soares;São Paulo;Guaianases;FTTH;08460-390;35/50/100/150/300MB
Rua Peçanha Falcão;Jardim Soares;São Paulo;Guaianases;FTTH;08460-270;35/50/100/150/300MB
Rua Manoel do Couto;Jardim Soares;São Paulo;Guaianases;FTTH;08460-280;35/50/100/150/300MB
Rua Antônio Pimentel ;Jardim Soares;São Paulo;Guaianases;FTTH;08460-290;35/50/100/150/300MB
Rua Isidoro Rodrigues;Jardim São Paulo;São Paulo;Guaianases;FTTH;08460-370;35/50/100/150/300MB
Rua Diogo de Castro;Jardim São Paulo;São Paulo;Guaianases;FTTH;08460-340;35/50/100/150/300MB
Rua Carolina Brant;Jardim São Paulo;São Paulo;Guaianases;FTTH;08460-330;35/50/100/150/300MB
Rua Cardoso de Oliveira;Jardim Soares;São Paulo;Guaianases;FTTH;08460-310;35/50/100/150/300MB
Rua Barbosa Calheiros;Jardim São Paulo;São Paulo;Guaianases;FTTH;08460-320;35/50/100/150/300MB
Rua Bernadino Antunes;Jardim Soares;São Paulo;Guaianases;FTTH;08460-190;35/50/100/150/300MB
Rua Inácio Moreira;Jardim Soares;São Paulo;Guaianases;FTTH;08460-300;35/50/100/150/300MB
Rua Antônio Quaresma;Jardim Soares;São Paulo;Guaianases;FTTH;08460-200;35/50/100/150/300MB
Rua Torre de Santiago;Jardim Soares;São Paulo;Guaianases;FTTH;08460-180;35/50/100/150/300MB
Rua Correia Ribeiro;Jardim Soares;São Paulo;Guaianases;FTTH;08460-260;35/50/100/150/300MB
Rua Castanho da Silva;Vila ABC;São Paulo;Guaianases;FTTH;08460-348;35/50/100/150/300MB
Rua Sebastoão Botelho;Vila ABC;São Paulo;Guaianases;FTTH;08460-347;35/50/100/150/300MB
Rua Cristóvão de Araújo;Vila ABC;São Paulo;Guaianases;FTTH;08460-356;35/50/100/150/300MB
Rua Angelo Pedroso;Vila ABC;São Paulo;Guaianases;FTTH;08460-345;35/50/100/150/300MB
Rua Jacques Lacan;Jardim São Paulo;São Paulo;Guaianases;FTTH;08461-121;35/50/100/150/300MB
Rua Álcio Carneiro de Lima;Cidade Popular;São Paulo;Guaianases;FTTH;08461-190;35/50/100/150/300MB
Rua Gravaçu;Jardim Recanto das Rosas;São Paulo;Guaianases;FTTH;08461-130;35/50/100/150/300MB
Rua Caçarema;Vila Popular;São Paulo;Guaianases;FTTH;08461-170;35/50/100/150/300MB
Rua Maritaca;Cidade Popular;São Paulo;Guaianases;FTTH;08461-180;35/50/100/150/300MB
Rua Jasmim da Noite;Cidade Popular;São Paulo;Guaianases;FTTH;08461-135;35/50/100/150/300MB
Rua Otelo Augusto Ribeiro;Guaianazes;São Paulo;Guaianases;FTTH;08412-000;35/50/100/150/300MB
Rua José Egídio ;Vila Popular;São Paulo;Guaianases;FTTH;08412-120;35/50/100/150/300MB
Rua Doutor Fernandes Figueira;Vila Aurea;São Paulo;Guaianases;FTTH;08411-270;35/50/100/150/300MB
